date,real_gdp,gdp_growth,inflation,policy_rate
2021-07-01,21617.828,3.2866716567674814,6.323724500082406,0.09
2021-10-01,21988.737,6.804809235885756,8.617673259488967,0.08
2022-01-01,21932.71,-1.0204951651815009,8.706511737014111,0.12
2022-04-01,21967.045,0.6256983803410776,9.297263414451962,0.77
2022-07-01,22125.625,2.877225330117028,5.243392752169029,2.19
2022-10-01,22278.345,2.7514765401292607,4.159895268730196,3.653333333333333
2023-01-01,22439.607,2.884974679699326,3.5862756874692536,4.516666666666667
2023-04-01,22580.499,2.503636219206129,2.8676708537652478,4.989999999999999
2023-07-01,22840.989,4.588010958436684,3.401910930566032,5.260000000000001
2023-10-01,23033.78,3.3620596105876643,2.8734183715688038,5.33
2024-01-01,23082.119,0.8385657658578793,3.628372285063009,5.33
2024-04-01,23286.508,3.5263554170946065,2.662899232065996,5.33
2024-07-01,23478.57,3.2855812596196188,1.3269534731151111,5.263333333333333
2024-10-01,23586.542,1.8352819713321369,3.128771648067996,4.65
